Data prepared by Tyler R. & Dave F.,,,,
Data corresponds to inputs from 54 balancing authorities summed together post anomaly identification and imputation.,,,,
This provides coverage over all of CONUS.,,,,
The two excluded balancing authorities (SEC and OVEC) account for less than 0.1% of the CONUS total.,,,,
This file corresponds with the final version of data published in,,,,
Scientific Data: https://zenodo.org/record/3690240,,,,
,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,
BEGIN_DATA,,,,
year,month,day,hour,demand (MW)
2015,7,25,10,401367
2015,7,25,11,400909
2015,7,25,12,407145
2015,7,25,13,427584
2015,7,25,14,458459
2015,7,25,15,493382
2015,7,25,16,527056
2015,7,25,17,555958
2015,7,25,18,579568
2015,7,25,19,597904
2015,7,25,20,611764
2015,7,25,21,621419
2015,7,25,22,625173
2015,7,25,23,621054
2015,7,25,24,607567
2015,7,26,1,591168
2015,7,26,2,576303
2015,7,26,3,551760
2015,7,26,4,517723
2015,7,26,5,484767
2015,7,26,6,455679
2015,7,26,7,431770
2015,7,26,8,412859
2015,7,26,9,400190
2015,7,26,10,393586
2015,7,26,11,390456
2015,7,26,12,393111
2015,7,26,13,412914
2015,7,26,14,445978
2015,7,26,15,482447
2015,7,26,16,516647
2015,7,26,17,548273
2015,7,26,18,575028
2015,7,26,19,594651
2015,7,26,20,608867
2015,7,26,21,618927
2015,7,26,22,624755
2015,7,26,23,622876
2015,7,26,24,613065
2015,7,27,1,600932
2015,7,27,2,588388
2015,7,27,3,563494
2015,7,27,4,528584
2015,7,27,5,494121
2015,7,27,6,465875
2015,7,27,7,442898
2015,7,27,8,426916
2015,7,27,9,419920
2015,7,27,10,425418
2015,7,27,11,438573
2015,7,27,12,457588
2015,7,27,13,484466
2015,7,27,14,517101
2015,7,27,15,554230
2015,7,27,16,589655
2015,7,27,17,620226
2015,7,27,18,644609
2015,7,27,19,662956
2015,7,27,20,674940
2015,7,27,21,682379
2015,7,27,22,685143
2015,7,27,23,679468
2015,7,27,24,666119
2015,7,28,1,649631
2015,7,28,2,633217
2015,7,28,3,602414
2015,7,28,4,562362
2015,7,28,5,523397
2015,7,28,6,489952
2015,7,28,7,463319
2015,7,28,8,444583
2015,7,28,9,435259
2015,7,28,10,438359
2015,7,28,11,452727
2015,7,28,12,472843
2015,7,28,13,499720
2015,7,28,14,533470
2015,7,28,15,571513
2015,7,28,16,607474
